GeoCode,GeoCodeLabel,Number_of_Motor_Vehicle_Collisions,Vehicles_or_Motorists_Involved,Injury_or_Fatal_Collisions,MotoristsInjured,MotoristsKilled,PassengInjured,PassengKilled,CyclistsInjured,CyclistsKilled,PedestrInjured,PedestrKilled,Bicycle,Month
C,CITYWIDE,15977.0,31532.0,2542.0,1133.0,3.0,1299.0,3.0,115.0,1.0,902.0,6.0,159.0,January
M,MANHATTAN,3210.0,6161.0,413.0,133.0,0.0,134.0,0.0,37.0,0.0,200.0,2.0,61.0,January
001,1st Precinct,188.0,369.0,15.0,5.0,0.0,2.0,0.0,2.0,0.0,8.0,0.0,4.0,January
005,5th Precinct,160.0,309.0,24.0,14.0,0.0,5.0,0.0,1.0,0.0,13.0,0.0,3.0,January
006,6th Precinct,100.0,185.0,9.0,1.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,4.0,January
007,7th Precinct,68.0,137.0,8.0,5.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,January
009,9th Precinct,103.0,193.0,17.0,5.0,0.0,6.0,0.0,2.0,0.0,7.0,0.0,3.0,January
010,10th Precinct,193.0,373.0,13.0,4.0,0.0,4.0,0.0,1.0,0.0,6.0,0.0,2.0,January
013,13th Precinct,180.0,341.0,25.0,3.0,0.0,13.0,0.0,7.0,0.0,12.0,0.0,8.0,January
014,Midtown South Precinct,224.0,424.0,36.0,8.0,0.0,6.0,0.0,4.0,0.0,21.0,1.0,8.0,January
017,17th Precinct,248.0,475.0,29.0,4.0,0.0,13.0,0.0,2.0,0.0,15.0,0.0,3.0,January
018,Midtown North Precinct,246.0,458.0,34.0,11.0,0.0,10.0,0.0,3.0,0.0,19.0,0.0,6.0,January
019,19th Precinct,434.0,850.0,47.0,18.0,0.0,14.0,0.0,1.0,0.0,20.0,1.0,3.0,January
020,20th Precinct,135.0,258.0,16.0,4.0,0.0,2.0,0.0,2.0,0.0,9.0,0.0,3.0,January
022,Central Park Precinct,12.0,21.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,January
023,23rd Precinct,130.0,258.0,16.0,5.0,0.0,5.0,0.0,3.0,0.0,7.0,0.0,3.0,January
024,24th Precinct,101.0,188.0,17.0,4.0,0.0,7.0,0.0,1.0,0.0,9.0,0.0,1.0,January
025,25th Precinct,160.0,312.0,29.0,17.0,0.0,9.0,0.0,1.0,0.0,10.0,0.0,1.0,January
026,26th Precinct,80.0,161.0,12.0,8.0,0.0,4.0,0.0,1.0,0.0,4.0,0.0,1.0,January
028,28th Precinct,55.0,107.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,January
030,30th Precinct,59.0,113.0,6.0,3.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,January
032,32nd Precinct,97.0,178.0,19.0,4.0,0.0,6.0,0.0,3.0,0.0,10.0,0.0,3.0,January
033,33rd Precinct,113.0,218.0,12.0,3.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,1.0,January
034,34th Precinct,124.0,233.0,20.0,4.0,0.0,8.0,0.0,1.0,0.0,12.0,0.0,1.0,January
B,BRONX,2401.0,4793.0,420.0,214.0,1.0,224.0,1.0,15.0,0.0,134.0,1.0,19.0,January
040,40th Precinct,203.0,394.0,37.0,19.0,0.0,24.0,0.0,0.0,0.0,9.0,0.0,1.0,January
041,41st Precinct,144.0,271.0,29.0,15.0,1.0,11.0,0.0,2.0,0.0,8.0,0.0,2.0,January
042,42nd Precinct,100.0,185.0,17.0,4.0,0.0,7.0,0.0,2.0,0.0,8.0,0.0,3.0,January
043,43rd Precinct,239.0,478.0,48.0,30.0,0.0,18.0,1.0,1.0,0.0,18.0,0.0,3.0,January
044,44th Precinct,197.0,397.0,38.0,23.0,0.0,15.0,0.0,1.0,0.0,10.0,0.0,1.0,January
045,45th Precinct,278.0,562.0,43.0,29.0,0.0,38.0,0.0,0.0,0.0,10.0,0.0,0.0,January
046,46th Precinct,155.0,316.0,32.0,17.0,0.0,15.0,0.0,3.0,0.0,11.0,0.0,3.0,January
047,47th Precinct,297.0,614.0,55.0,29.0,0.0,28.0,0.0,0.0,0.0,17.0,1.0,0.0,January
048,48th Precinct,171.0,341.0,30.0,16.0,0.0,20.0,0.0,3.0,0.0,7.0,0.0,3.0,January
049,49th Precinct,225.0,453.0,39.0,12.0,0.0,16.0,0.0,2.0,0.0,16.0,0.0,2.0,January
050,50th Precinct,187.0,382.0,21.0,9.0,0.0,10.0,0.0,1.0,0.0,6.0,0.0,1.0,January
052,52nd Precinct,205.0,400.0,31.0,11.0,0.0,22.0,0.0,0.0,0.0,14.0,0.0,0.0,January
K,BROOKLYN,4507.0,8924.0,792.0,311.0,1.0,432.0,0.0,44.0,0.0,308.0,1.0,53.0,January
060,60th Precinct,152.0,296.0,24.0,8.0,0.0,11.0,0.0,0.0,0.0,12.0,0.0,1.0,January
061,61st Precinct,245.0,484.0,43.0,16.0,0.0,16.0,0.0,1.0,0.0,19.0,0.0,1.0,January
062,62nd Precinct,219.0,438.0,47.0,19.0,0.0,21.0,0.0,2.0,0.0,25.0,0.0,2.0,January
063,63rd Precinct,184.0,372.0,27.0,17.0,0.0,5.0,0.0,0.0,0.0,9.0,0.0,0.0,January
066,66th Precinct,260.0,501.0,40.0,5.0,1.0,10.0,0.0,4.0,0.0,25.0,1.0,5.0,January
067,67th Precinct,289.0,571.0,72.0,31.0,0.0,84.0,0.0,4.0,0.0,29.0,0.0,4.0,January
068,68th Precinct,240.0,482.0,34.0,17.0,0.0,20.0,0.0,1.0,0.0,10.0,0.0,2.0,January
069,69th Precinct,126.0,243.0,21.0,12.0,0.0,4.0,0.0,1.0,0.0,7.0,0.0,1.0,January
070,70th Precinct,238.0,465.0,54.0,12.0,0.0,22.0,0.0,5.0,0.0,29.0,0.0,5.0,January
071,71st Precinct,166.0,327.0,36.0,11.0,0.0,15.0,0.0,0.0,0.0,17.0,0.0,2.0,January
072,72nd Precinct,233.0,468.0,37.0,21.0,0.0,23.0,0.0,2.0,0.0,9.0,0.0,2.0,January
073,73rd Precinct,158.0,314.0,35.0,12.0,0.0,30.0,0.0,1.0,0.0,9.0,0.0,1.0,January
075,75th Precinct,381.0,770.0,74.0,47.0,0.0,45.0,0.0,3.0,0.0,15.0,0.0,5.0,January
076,76th Precinct,126.0,248.0,15.0,7.0,0.0,9.0,0.0,1.0,0.0,5.0,0.0,1.0,January
077,77th Precinct,161.0,318.0,41.0,8.0,0.0,22.0,0.0,3.0,0.0,16.0,0.0,3.0,January
078,78th Precinct,162.0,305.0,17.0,9.0,0.0,7.0,0.0,0.0,0.0,8.0,0.0,1.0,January
079,79th Precinct,171.0,337.0,31.0,10.0,0.0,12.0,0.0,2.0,0.0,15.0,0.0,2.0,January
081,81st Precinct,86.0,178.0,22.0,9.0,0.0,17.0,0.0,2.0,0.0,7.0,0.0,3.0,January
083,83rd Precinct,137.0,267.0,24.0,3.0,0.0,16.0,0.0,1.0,0.0,9.0,0.0,1.0,January
084,84th Precinct,216.0,420.0,27.0,10.0,0.0,9.0,0.0,3.0,0.0,10.0,0.0,3.0,January
088,88th Precinct,128.0,256.0,19.0,7.0,0.0,13.0,0.0,2.0,0.0,7.0,0.0,2.0,January
090,90th Precinct,232.0,461.0,29.0,12.0,0.0,10.0,0.0,3.0,0.0,9.0,0.0,3.0,January
094,94th Precinct,197.0,403.0,23.0,8.0,0.0,11.0,0.0,3.0,0.0,7.0,0.0,3.0,January
Q,QUEENS,4895.0,9767.0,769.0,391.0,1.0,424.0,2.0,18.0,1.0,226.0,2.0,25.0,January
100,100th Precinct,55.0,107.0,10.0,6.0,0.0,3.0,1.0,1.0,0.0,3.0,0.0,1.0,January
101,101st Precinct,80.0,149.0,16.0,5.0,1.0,11.0,0.0,0.0,0.0,7.0,0.0,0.0,January
102,102nd Precinct,288.0,577.0,53.0,20.0,0.0,38.0,0.0,2.0,0.0,18.0,0.0,2.0,January
103,103rd Precinct,260.0,515.0,49.0,19.0,0.0,31.0,0.0,0.0,0.0,20.0,1.0,0.0,January
104,104th Precinct,368.0,735.0,27.0,15.0,0.0,11.0,0.0,2.0,0.0,7.0,0.0,4.0,January
105,105th Precinct,520.0,1042.0,85.0,50.0,0.0,70.0,0.0,2.0,0.0,15.0,0.0,2.0,January
106,106th Precinct,320.0,642.0,72.0,42.0,0.0,40.0,1.0,0.0,0.0,16.0,0.0,0.0,January
107,107th Precinct,341.0,679.0,45.0,23.0,0.0,29.0,0.0,1.0,0.0,6.0,0.0,1.0,January
108,108th Precinct,408.0,815.0,62.0,40.0,0.0,30.0,0.0,0.0,0.0,18.0,0.0,0.0,January
109,109th Precinct,551.0,1098.0,76.0,34.0,0.0,30.0,0.0,2.0,0.0,28.0,1.0,2.0,January
110,110th Precinct,260.0,506.0,50.0,20.0,0.0,17.0,0.0,2.0,0.0,22.0,0.0,3.0,January
111,111th Precinct,303.0,620.0,41.0,20.0,0.0,21.0,0.0,0.0,0.0,12.0,0.0,0.0,January
112,112th Precinct,257.0,517.0,42.0,20.0,0.0,24.0,0.0,2.0,0.0,11.0,0.0,2.0,January
113,113th Precinct,243.0,494.0,41.0,24.0,0.0,29.0,0.0,0.0,0.0,9.0,0.0,0.0,January
114,114th Precinct,363.0,720.0,56.0,24.0,0.0,30.0,0.0,3.0,1.0,20.0,0.0,7.0,January
115,115th Precinct,278.0,551.0,44.0,29.0,0.0,10.0,0.0,1.0,0.0,14.0,0.0,1.0,January
S,STATEN ISLAND,964.0,1887.0,148.0,84.0,0.0,85.0,0.0,1.0,0.0,34.0,0.0,1.0,January
120,120th Precinct,233.0,453.0,39.0,14.0,0.0,27.0,0.0,1.0,0.0,12.0,0.0,1.0,January
121,121st Precinct,266.0,522.0,36.0,20.0,0.0,27.0,0.0,0.0,0.0,8.0,0.0,0.0,January
122,122nd Precinct,302.0,603.0,47.0,32.0,0.0,20.0,0.0,0.0,0.0,11.0,0.0,0.0,January
123,123rd Precinct,163.0,309.0,26.0,18.0,0.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,January
C,CITYWIDE,15599.0,30942.0,2220.0,1041.0,2.0,1122.0,2.0,81.0,0.0,735.0,11.0,112.0,February
M,MANHATTAN,3302.0,6361.0,403.0,115.0,0.0,139.0,1.0,30.0,0.0,202.0,1.0,52.0,February
001,1st Precinct,214.0,404.0,31.0,6.0,0.0,9.0,0.0,6.0,0.0,15.0,0.0,6.0,February
005,5th Precinct,160.0,311.0,18.0,3.0,0.0,2.0,0.0,0.0,0.0,14.0,1.0,0.0,February
006,6th Precinct,103.0,194.0,13.0,4.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,3.0,February
007,7th Precinct,88.0,175.0,12.0,5.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,1.0,February
009,9th Precinct,126.0,234.0,17.0,1.0,0.0,5.0,0.0,5.0,0.0,7.0,0.0,7.0,February
010,10th Precinct,215.0,422.0,12.0,3.0,0.0,4.0,1.0,2.0,0.0,6.0,0.0,3.0,February
013,13th Precinct,197.0,371.0,35.0,8.0,0.0,17.0,0.0,3.0,0.0,20.0,0.0,4.0,February
014,Midtown South Precinct,286.0,554.0,28.0,6.0,0.0,10.0,0.0,1.0,0.0,18.0,0.0,2.0,February
017,17th Precinct,205.0,397.0,29.0,3.0,0.0,12.0,0.0,3.0,0.0,14.0,0.0,4.0,February
018,Midtown North Precinct,273.0,508.0,26.0,2.0,0.0,5.0,0.0,1.0,0.0,19.0,0.0,5.0,February
019,19th Precinct,396.0,756.0,48.0,13.0,0.0,13.0,0.0,5.0,0.0,23.0,0.0,9.0,February
020,20th Precinct,150.0,294.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,February
022,Central Park Precinct,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,February
023,23rd Precinct,106.0,214.0,15.0,7.0,0.0,7.0,0.0,1.0,0.0,6.0,0.0,1.0,February
024,24th Precinct,103.0,192.0,17.0,6.0,0.0,13.0,0.0,1.0,0.0,7.0,0.0,3.0,February
025,25th Precinct,153.0,298.0,23.0,13.0,0.0,8.0,0.0,0.0,0.0,7.0,0.0,0.0,February
026,26th Precinct,75.0,148.0,7.0,5.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,February
028,28th Precinct,75.0,143.0,14.0,5.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,February
030,30th Precinct,53.0,102.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,February
032,32nd Precinct,84.0,166.0,15.0,5.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,February
033,33rd Precinct,114.0,232.0,13.0,7.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,1.0,February
034,34th Precinct,120.0,234.0,19.0,10.0,0.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,February
B,BRONX,2256.0,4477.0,350.0,170.0,0.0,191.0,0.0,4.0,0.0,111.0,2.0,6.0,February
040,40th Precinct,198.0,388.0,29.0,13.0,0.0,10.0,0.0,1.0,0.0,12.0,0.0,1.0,February
041,41st Precinct,103.0,201.0,11.0,3.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,February
042,42nd Precinct,104.0,205.0,13.0,5.0,0.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,February
043,43rd Precinct,229.0,475.0,38.0,20.0,0.0,19.0,0.0,1.0,0.0,6.0,0.0,2.0,February
044,44th Precinct,186.0,364.0,36.0,14.0,0.0,31.0,0.0,0.0,0.0,11.0,1.0,0.0,February
045,45th Precinct,208.0,410.0,32.0,20.0,0.0,14.0,0.0,0.0,0.0,9.0,0.0,0.0,February
046,46th Precinct,155.0,306.0,30.0,12.0,0.0,18.0,0.0,0.0,0.0,8.0,0.0,0.0,February
047,47th Precinct,290.0,574.0,43.0,21.0,0.0,25.0,0.0,0.0,0.0,15.0,0.0,0.0,February
048,48th Precinct,177.0,353.0,30.0,15.0,0.0,19.0,0.0,1.0,0.0,10.0,0.0,1.0,February
049,49th Precinct,203.0,404.0,29.0,17.0,0.0,15.0,0.0,0.0,0.0,12.0,0.0,0.0,February
050,50th Precinct,193.0,390.0,25.0,12.0,0.0,12.0,0.0,1.0,0.0,5.0,1.0,2.0,February
052,52nd Precinct,210.0,407.0,34.0,18.0,0.0,13.0,0.0,0.0,0.0,14.0,0.0,0.0,February
K,BROOKLYN,4588.0,9135.0,706.0,327.0,2.0,339.0,0.0,26.0,0.0,247.0,3.0,32.0,February
060,60th Precinct,127.0,244.0,18.0,5.0,1.0,10.0,0.0,1.0,0.0,8.0,0.0,1.0,February
061,61st Precinct,254.0,512.0,40.0,20.0,0.0,22.0,0.0,1.0,0.0,17.0,0.0,1.0,February
062,62nd Precinct,221.0,436.0,34.0,9.0,0.0,15.0,0.0,0.0,0.0,19.0,0.0,0.0,February
063,63rd Precinct,201.0,404.0,28.0,22.0,0.0,13.0,0.0,0.0,0.0,7.0,0.0,0.0,February
066,66th Precinct,276.0,551.0,45.0,19.0,0.0,14.0,0.0,3.0,0.0,19.0,1.0,3.0,February
067,67th Precinct,248.0,495.0,70.0,31.0,0.0,43.0,0.0,2.0,0.0,24.0,0.0,3.0,February
068,68th Precinct,248.0,485.0,34.0,21.0,1.0,12.0,0.0,0.0,0.0,9.0,0.0,1.0,February
069,69th Precinct,123.0,254.0,15.0,8.0,0.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,February
070,70th Precinct,238.0,470.0,47.0,18.0,0.0,20.0,0.0,3.0,0.0,21.0,0.0,3.0,February
071,71st Precinct,175.0,351.0,24.0,8.0,0.0,16.0,0.0,0.0,0.0,10.0,0.0,1.0,February
072,72nd Precinct,235.0,466.0,32.0,17.0,0.0,15.0,0.0,0.0,0.0,7.0,0.0,0.0,February
073,73rd Precinct,178.0,358.0,31.0,20.0,0.0,18.0,0.0,0.0,0.0,4.0,0.0,0.0,February
075,75th Precinct,404.0,813.0,69.0,42.0,0.0,42.0,0.0,0.0,0.0,15.0,2.0,0.0,February
076,76th Precinct,126.0,251.0,17.0,4.0,0.0,7.0,0.0,3.0,0.0,6.0,0.0,3.0,February
077,77th Precinct,148.0,304.0,18.0,6.0,0.0,14.0,0.0,1.0,0.0,5.0,0.0,1.0,February
078,78th Precinct,151.0,301.0,17.0,6.0,0.0,7.0,0.0,1.0,0.0,6.0,0.0,1.0,February
079,79th Precinct,177.0,343.0,28.0,9.0,0.0,5.0,0.0,3.0,0.0,16.0,0.0,4.0,February
081,81st Precinct,105.0,219.0,17.0,10.0,0.0,13.0,0.0,2.0,0.0,1.0,0.0,2.0,February
083,83rd Precinct,152.0,301.0,15.0,6.0,0.0,9.0,0.0,1.0,0.0,5.0,0.0,1.0,February
084,84th Precinct,234.0,454.0,34.0,8.0,0.0,12.0,0.0,2.0,0.0,15.0,0.0,2.0,February
088,88th Precinct,129.0,258.0,11.0,9.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,February
090,90th Precinct,265.0,515.0,41.0,18.0,0.0,10.0,0.0,3.0,0.0,18.0,0.0,5.0,February
094,94th Precinct,173.0,350.0,21.0,11.0,0.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,February
Q,QUEENS,4558.0,9208.0,628.0,344.0,0.0,360.0,0.0,21.0,0.0,143.0,5.0,22.0,February
100,100th Precinct,58.0,112.0,10.0,6.0,0.0,6.0,0.0,1.0,0.0,2.0,0.0,1.0,February
101,101st Precinct,80.0,160.0,14.0,10.0,0.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,February
102,102nd Precinct,292.0,605.0,41.0,24.0,0.0,29.0,0.0,1.0,0.0,7.0,0.0,1.0,February
103,103rd Precinct,230.0,449.0,33.0,17.0,0.0,11.0,0.0,1.0,0.0,13.0,0.0,1.0,February
104,104th Precinct,292.0,585.0,34.0,16.0,0.0,23.0,0.0,5.0,0.0,3.0,1.0,6.0,February
105,105th Precinct,495.0,993.0,72.0,47.0,0.0,39.0,0.0,0.0,0.0,13.0,0.0,0.0,February
106,106th Precinct,264.0,571.0,52.0,33.0,0.0,38.0,0.0,0.0,0.0,5.0,0.0,0.0,February
107,107th Precinct,262.0,542.0,29.0,17.0,0.0,24.0,0.0,0.0,0.0,6.0,0.0,0.0,February
108,108th Precinct,409.0,828.0,62.0,37.0,0.0,30.0,0.0,3.0,0.0,15.0,0.0,3.0,February
109,109th Precinct,582.0,1166.0,61.0,31.0,0.0,17.0,0.0,2.0,0.0,19.0,1.0,2.0,February
110,110th Precinct,229.0,449.0,34.0,5.0,0.0,20.0,0.0,2.0,0.0,14.0,1.0,2.0,February
111,111th Precinct,268.0,547.0,28.0,11.0,0.0,16.0,0.0,0.0,0.0,7.0,0.0,0.0,February
112,112th Precinct,216.0,430.0,27.0,20.0,0.0,13.0,0.0,0.0,0.0,7.0,0.0,0.0,February
113,113th Precinct,271.0,552.0,46.0,32.0,0.0,27.0,0.0,0.0,0.0,5.0,2.0,0.0,February
114,114th Precinct,360.0,723.0,46.0,18.0,0.0,31.0,0.0,4.0,0.0,14.0,0.0,4.0,February
